"","doi","title","abstract","YearPub"
"145",NA,"determinants of elephant foraging behaviour in a coupled human natural system is brown the new green","crop raiding by wildlife poses major threats to both wildlife conservation and human well-being in agroecosystems worldwide. these threats are particularly acute in many parts of africa, where crop raiders include globally threatened megafauna such as elephants, and where smallholder agriculture is a primary source of human livelihood. one framework for understanding herbivore feeding behaviour, the forage-maturation hypothesis, predicts that herbivores should align their movements with intermediate forage biomass (i.e., peak green-up); this phenomenon is known as ""surfing the green wave."" crop-raiding elephants, however, often consume not just foliage, but also fruits and tubers (e.g., maize and potatoes), which generally mature after seasonal peaks in photosynthetic activity. thus, although elephants have been reported to surf the green wave in natural habitats, they may utilize a different strategy in cultivated landscapes by selecting crops that are ""browning down."" we sought to understand the factors that underpin movement of elephants into agricultural landscapes. in mozambique's gorongosa national park, we used movement data from gps-collared elephants, together with precipitation records, remotely sensed estimates of landscape greenness (ndvi), dna-based diet analysis, measurements of plant nutritional quality and survey-based metrics of crop availability to understand spatiotemporal variation in elephant crop-raiding behaviour. elephants tracked peak ndvi while foraging inside the park. during the dry season, however, when ndvi within the park declined and availability of mature crops was high, crop raiding increased dramatically, and elephants consistently selected crop plants that were browning down while foraging in cultivated landscapes. crops contained significantly higher digestible energy than wild food plants, but comparable (and sometimes lower) levels of digestible protein, suggesting that this foraging strategy maximized energy rather than protein intake. our study is the first to combine gps tracking data with high-resolution diet analysis and community-based reporting of crop availability to reveal fine-scale plasticity in foraging behaviour of elephants at the human-wildlife interface. our results extend the forage-maturation hypothesis by showing that elephants surf waves of plant brown-down in cultivated landscapes. these findings can aid efforts to reduce human-elephant conflict by enabling wildlife managers to prioritize mitigation actions in time and space with limited resources.",2019
"146",NA,"nanopore sequencing of long ribosomal dna amplicons enables portable and simple biodiversity assessments with high phylogenetic resolution across broad taxonomic scale","in light of the current biodiversity crisis, dna barcoding is developing into an essential tool to quantify state shifts in global ecosystems. current barcoding protocols often rely on short amplicon sequences, which yield accurate identification of biological entities in a community but provide limited phylogenetic resolution across broad taxonomic scales. however, the phylogenetic structure of communities is an essential component of biodiversity. consequently, a barcoding approach is required that unites robust taxonomic assignment power and high phylogenetic utility. a possible solution is offered by sequencing long ribosomal dna (rdna) amplicons on the minion platform (oxford nanopore technologies).",2019
"147",NA,"farm stage bird age and body site dominantly affect the quantity taxonomic composition and dynamics of respiratory and gut microbiota of commercial layer chickens","the digestive and respiratory tracts of chickens are colonized by bacteria that are believed to play important roles in the overall health and performance of the birds. most of the current research on the commensal bacteria (microbiota) of chickens has focused on broilers and gut microbiota, and less attention has been given to layers and respiratory microbiota. this research bias has left significant gaps in our knowledge of the layer microbiome. this study was conducted to define the core microbiota colonizing the upper respiratory tract (urt) and lower intestinal tract (lit) in commercial layers under field conditions. one hundred eighty-one chickens were sampled from a flock of >80,000 birds at nine times to collect samples for 16s rrna gene-based bacterial metabarcoding. generally, the body site and age/farm stage had very dominant effects on the quantity, taxonomic composition, and dynamics of core bacteria. remarkably, ileal and urt microbiota were compositionally more related to each other than to that from the cecum. unique taxa dominated in each body site yet some taxa overlapped between urt and lit sites, demonstrating a common core. the overlapping bacteria also contained various levels of several genera with well-recognized avian pathogens. our findings suggest that significant interaction exists between gut and respiratory microbiota, including potential pathogens, in all stages of the farm sequence. the baseline data generated in this study can be useful for the development of effective microbiome-based interventions to enhance production performance and to prevent and control disease in commercial chicken layers.importance the poultry industry is faced with numerous challenges associated with infectious diseases and suboptimal performance of flocks. as microbiome research continues to grow, it is becoming clear that poultry health and production performance are partly influenced by nonpathogenic symbionts that occupy different habitats within the bird. this study has defined the baseline composition and overlaps between respiratory and gut bacteria in healthy, optimally performing chicken layers across all stages of the commercial farm sequence. consequently, the study has set the groundwork for the development of interventions that seek to enhance production performance and to prevent and control infectious diseases through the modulation of gut and respiratory bacteria.",2019
"148",NA,"optimizing environmental dna sampling effort for fish inventories in tropical streams and rivers","environmental dna (edna) metabarcoding is a promising tool to estimate aquatic biodiversity. it is based on the capture of dna from a water sample. the sampled water volume, a crucial aspect for efficient species detection, has been empirically variable (ranging from few centiliters to tens of liters). this results in a high variability of sampling effort across studies, making comparisons difficult and raising uncertainties about the completeness of edna inventories. our aim was to determine the sampling effort (filtered water volume) needed to get optimal inventories of fish assemblages in species-rich tropical streams and rivers using edna. ten dna replicates were collected in six guianese sites (3 streams and 3 rivers), resulting in sampling efforts ranging from 17 to 340 liters of water. we show that sampling 34 liters of water detected more than 64% of the expected fish fauna and permitted to distinguish the fauna between sites and between ecosystem types (stream versus rivers). above 68 liters, the number of detected species per site increased slightly, with a detection rate higher than 71%. increasing sampling effort up to 340 liters provided little additional information, testifying that filtering 34 to 68 liters is sufficient to inventory most of the fauna in highly diverse tropical aquatic ecosystems.",2019
"149",NA,"estimating the biodiversity of terrestrial invertebrates on a forested island using dna barcodes and metabarcoding data","invertebrates are a major component of terrestrial ecosystems, however, estimating their biodiversity is challenging. we compiled an inventory of invertebrate biodiversity along an elevation gradient on the temperate forested island of hauturu, new zealand, by dna barcoding of specimens obtained from leaf litter samples and pitfall traps. we compared the barcodes and biodiversity estimates from this data set with those from a parallel dna metabarcoding analysis of soil from the same locations, and with pre-existing sequences in reference databases, before exploring the use of combined data sets as a basis for estimating total invertebrate biodiversity. we obtained 1,282 28s and 1,610 coi barcodes from a total of 1,947 invertebrate specimens, which were clustered into 247 (28s) and 366 (coi) otus, of whichâ â‰¤â 10% were represented in genbank. coleoptera were most abundant (730 sequenced specimens), followed by hymenoptera, diptera, lepidoptera, and amphipoda. the most abundant otu from both the 28s (153 sequences) and coi (140 sequences) data sets was an undescribed beetle from the family salpingidae. based on the occurrences of coi otus along the elevation gradient, we estimated there are ~1,000 arthropod species (excluding mites) on hauturu, including 770 insects, of which 344 are beetles. a dna metabarcoding analysis of soil dna from the same sites resulted in the identification of similar numbers of otus in most invertebrate groups compared with the dna barcoding, but less than 10% of the dna barcoding coi otus were also detected by the metabarcoding analysis of soil dna. a mark-recapture analysis based on the overlap between these data sets estimated the presence of approximately 6,800 arthropod species (excluding mites) on the island, including ~3,900 insects. estimates of new zealand-wide biodiversity for selected arthropod groups based on matching of the coi dna barcodes with pre-existing reference sequences suggested over 13,200 insect species are present, including 4,000 coleoptera, 2,200 diptera, and 2,700 hymenoptera species, and 1,000 arachnid species (excluding mites). these results confirm that metabarcoding analyses of soil dna tends to recover different components of terrestrial invertebrate biodiversity compared to traditional invertebrate sampling, but the combined methods provide a novel basis for estimating invertebrate biodiversity.",2019
"150",NA,"soil bacterial communities from the chilean andean highlands taxonomic composition and culturability","the atacama desert is a highly complex, extreme ecosystem which harbors microorganisms remarkable for their biotechnological potential. here, a soil bacterial prospection was carried out in the high altiplano region of the atacama desert (>3,800 m above sea level; m a.s.l.), where direct anthropogenic interference is minimal. we studied: (1) soil bacterial community composition using high-throughput sequencing of the 16s rrna gene and (2) bacterial culturability, by using a soil extract medium (sem) under a factorial design of three factors: temperature (15 and 30â°c), nutrient content (high and low nutrient disposal) and oxygen availability (presence and absence). a total of 4,775 otus were identified and a total of 101 isolates were selected for 16s rrna sequencing, 82 of them corresponded to unique or non-redundant sequences. to expand our view of the altiplano landscape and to obtain a better representation of its microbiome, we complemented our operational taxonomic units (otus) and isolate collection with data from other previous data from our group and obtained a merged set of otus and isolates that we used to perform our study. taxonomic comparisons between culturable microbiota and metabarcoding data showed an overrepresentation of the phylum firmicutes (44% of isolates vs. 2% of otus) and an underrepresentation of proteobacteria (8% of isolates vs. 36% of otus). within the next generation sequencing (ngs) results, 33% of the otus were unknown up to genus, revealing an important proportion of putative new species in this environment. biochemical characterization and analysis extracted from the literature indicated that an important number of our isolates had biotechnological potential. also, by comparing our results with similar studies on other deserts, the altiplano highland was most similar to a cold arid desert. in summary, our study contributes to expand the knowledge of soil bacterial communities in the atacama desert and complements the pipeline to isolate selective bacteria that could represent new potential biotechnological resources.",2019
"151",NA,"18s rrna metabarcoding diet analysis of a predatory fish community across seasonal changes in prey availability","predator-prey relationships are important ecological interactions, affecting biotic community composition and energy flow through a system, and are of interest to ecologists and managers. morphological diet analysis has been the primary method used to quantify the diets of predators, but emerging molecular techniques using genetic data can provide more accurate estimates of relative diet composition. this study used sequences from the 18s v9 rrna barcoding region to identify prey items in the gastrointestinal (gi) tracts of predatory fishes. predator gi samples were taken from the black river, cheboygan co., mi, usa (nâ =â 367 samples, 12 predator species) during periods of high prey availability, including the larval stage of regionally threatened lake sturgeon (acipenser fulvescens rafinesque 1817) in late may/early june of 2015 and of relatively lower prey availability in early july of 2015. dna was extracted and sequenced from 355 samples (96.7%), and prey dna was identified in 286 of the 355 samples (80.6%). prey were grouped into 33 ecologically significant taxonomic groups based on the lowest taxonomic level sequences that could be identified using sequences available on genbank. changes in the makeup of diet composition, dietary overlap, and predator preference were analyzed comparing the periods of high and low prey abundance. some predator species exhibited significant seasonal changes in diet composition. dietary overlap was slightly but significantly higher during the period of high prey abundance; however, there was little change in predator preference. this suggests that change in prey availability was the driving factor in changing predator diet composition and dietary overlap. this study demonstrates the utility of molecular diet analysis and how temporal variability in community composition adds complexity to predator-prey interactions.",2019
"152",NA,"species level biodiversity assessment using marine environmental dna metabarcoding requires protocol optimization and standardization","dna extraction from environmental samples (environmental dna; edna) for metabarcoding-based biodiversity studies is gaining popularity as a noninvasive, time-efficient, and cost-effective monitoring tool. the potential benefits are promising for marine conservation, as the marine biome is frequently under-surveyed due to its inaccessibility and the consequent high costs involved. with increasing numbers of edna-related publications have come a wide array of capture and extraction methods. without visual species confirmation, inconsistent use of laboratory protocols hinders comparability between studies because the efficiency of target dna isolation may vary. we determined an optimal protocol (capture and extraction) for marine edna research based on total dna yield measurements by comparing commonly employed methods of seawater filtering and dna isolation. we compared metabarcoding results of both targeted (small taxonomic group with species-level assignment) and universal (broad taxonomic group with genus/family-level assignment) approaches obtained from replicates treated with the optimal and a low-performance capture and extraction protocol to determine the impact of protocol choice and dna yield on biodiversity detection. filtration through cellulose-nitrate membranes and extraction with qiagen's dneasy blood & tissue kit outperformed other combinations of capture and extraction methods, showing a ninefold improvement in dna yield over the poorest performing methods. use of optimized protocols resulted in a significant increase in otu and species richness for targeted metabarcoding assays. however, changing protocols made little difference to the otu and taxon richness obtained using universal metabarcoding assays. our results demonstrate an increased risk of false-negative species detection for targeted edna approaches when protocols with poor dna isolation efficacy are employed. appropriate optimization is therefore essential for edna monitoring to remain a powerful, efficient, and relatively cheap method for biodiversity assessments. for seawater, we advocate filtration through cellulose-nitrate membranes and extraction with qiagen's dneasy blood & tissue kit or phenol-chloroform-isoamyl for successful implementation of edna multi-marker metabarcoding surveys.",2019
"153",NA,"metabarcoding free living marine nematodes using curated 18s and co1 reference sequence databases for species level taxonomic assignments","high-throughput sequencing has the potential to describe biological communities with high efficiency yet comprehensive assessment of diversity with species-level resolution remains one of the most challenging aspects of metabarcoding studies. we investigated the utility of curated ribosomal and mitochondrial nematode reference sequence databases for determining phylum-specific species-level clustering thresholds. we compiled 438 ribosomal and 290 mitochondrial sequences which identified 99% and 94% as the species delineation clustering threshold, respectively. these thresholds were evaluated in hts data from mock communities containing 39 nematode species as well as environmental samples from vietnam. we compared the taxonomic description of the mocks generated by two read-merging and two clustering algorithms and the cluster-free dada2 pipeline. taxonomic assignment with the rdp classifier was assessed under different training sets. our results showed that 36/39 mock nematode species were identified across the molecular markers (18s: 32, jb2: 19, jb3: 21) in uclust_ref otus at their respective clustering thresholds, outperforming uparse_denovo and the commonly used 97% similarity. dada2 generated the most realistic number of asvs (18s: 83, jb2: 75, jb3: 82), collectively identifying 30/39 mock species. the ribosomal marker outperformed the mitochondrial markers in terms of species and genus-level detections for both otus and asvs. the number of taxonomic assignments of otus/asvs was highest when the smallest reference database containing only nematode sequences was used and when sequences were truncated to the respective amplicon length. overall, otus generated more species-level detections, which were, however, associated with higher error rates compared to asvs. genus-level assignments using asvs exhibited higher accuracy and lower error rates compared to species-level assignments, suggesting that this is the most reliable pipeline for rapid assessment of alpha diversity from environmental samples.",2019
"154",NA,"assessing eukaryotic biodiversity in the florida keys national marine sanctuary through environmental dna metabarcoding","environmental dna (edna) is the dna suspended in the environment (e.g., water column), which includes cells, gametes, and other material derived from but not limited to shedding of tissue, scales, mucus, and fecal matter. amplifying and sequencing marker genes (i.e., metabarcoding) from edna can reveal the wide range of taxa present in an ecosystem through analysis of a single water sample. metabarcoding of edna provides higher resolution data than visual surveys, aiding in assessments of ecosystem health. this study conducted edna metabarcoding of two molecular markers (cytochrome c oxidase i (coi) and 18s ribosomal rna (rrna) genes) to survey eukaryotic diversity across multiple trophic levels in surface water samples collected at three sites along the coral reef tract within the florida keys national marine sanctuary (fknms) during four research cruises in 2015. the 18s rrna gene sequences recovered 785 genera while the coi gene sequences recovered 115 genera, with only 33 genera shared between the two datasets, emphasizing the complementarity of these marker genes. community composition for both genetic markers clustered by month of sample collection, suggesting that temporal variation has a larger effect on biodiversity than spatial variability in the fknms surface waters. sequences from both marker genes were dominated by copepods, but each marker recovered distinct phytoplankton groups, with 18s rrna gene sequences dominated by dinoflagellates and coi sequences dominated by coccolithophores. although edna samples were collected from surface waters, many benthic species such as sponges, crustaceans, and corals were identified. these results show the utility of edna metabarcoding for cataloging biodiversity to establish an ecosystem baseline against which future samples can be compared in order to monitor community changes.",2019
"155",NA,"dna metabarcoding authentication of ayurvedic herbal products on the european market raises concerns of quality and fidelity","ayurveda is one of the oldest systems of medicine in the world, but the growing commercial interest in ayurveda based products has increased the incentive for adulteration and substitution within this herbal market. fraudulent practices such as the use of undeclared fillers and use of other species of inferior quality is driven both by the increased as well as insufficient supply capacity of especially wild plant species. developing novel strategies to exhaustively assess and monitor both the quality of raw materials and final marketed herbal products is a challenge in herbal pharmacovigilance. seventy-nine ayurvedic herbal products sold as tablets, capsules, powders, and extracts were randomly purchased via e-commerce and pharmacies across europe, and dna metabarcoding was used to assess the ability of this method to authenticate these products. our analysis reveals that only two out of 12 single ingredient products contained only one species as labeled, eight out of 27 multiple ingredient products contained none of the species listed on the label, and the remaining 19 products contained 1 to 5 of the species listed on the label along with many other species not specified on the label. the fidelity for single ingredient products was 67%, the overall ingredient fidelity for multi ingredient products was 21%, and for all products 24%. the low level of fidelity raises concerns about the reliability of the products, and detection of threatened species raises further concerns about illegal plant trade. the study highlights the necessity for quality control of the marketed herbal products and shows that dna metabarcoding is an effective analytical approach to authenticate complex multi ingredient herbal products. however, effort needs to be done to standardize the protocols for dna metabarcoding before this approach can be implemented as routine analytical approaches for plant identification, and approved for use in regulated procedures.",2019
"156",NA,"new light in the dark a proposed multidisciplinary framework for studying functional ecology of groundwater fauna","groundwaters provide the vast majority of unfrozen freshwater resources on the planet, but our knowledge of subsurface ecosystems is surprisingly limited. stygofauna, or stygobionts -subterranean obligate aquatic animals - provide ecosystem services such as grazing biofilms and maintaining water quality, but we know little about how their ecosystems function. the cryptic nature of groundwaters, together with the high degree of local endemism and stygofaunal site-specific adaptations, represent major obstacles for the field. to overcome these challenges, and integrate biodiversity and ecosystem function, requires a holistic design drawing on classical ecology, taxonomy, molecular ecology and geochemistry. this study presents an approach based on the integration of existing concepts in groundwater ecology with three more novel scientific techniques: compound specific stable isotope analysis (csia) of amino acids, radiocarbon analysis (14c) and dna analyses of environmental samples, stygofauna and gut contents. the combination of these techniques allows elucidation of aspects of ecosystem function that are often obscured in small invertebrates and cryptic systems. carbon (î´13c) and nitrogen (î´15n) csia provides a linkage between biogeochemical patterns and ecological dynamics. it allows the identification of stygofaunal food web structures and energy flows based on the metabolic pathway of specific amino groups. concurrently, 14c provides complementary data on the carbon recycling and incorporation within the stygobiotic trophic webs. changes in groundwater environmental conditions (e.g. aquifer recharge), and subsequent community adaptations, can be pinpointed via the measurementof the radiocarbon fingerprint of water, sediment and specimens. dna analyses are a rapidly expanding approach in ecology. edna is mainly employed as a biomonitoring tool, while metabarcoding of individuals and/or gut contents provides insight into diet regimes. in all cases, the application of the approaches in combination provides more powerful data than any one alone. by combining quantitative (csia and 14c) and qualitative (edna and dna metabarcoding) approaches via bayesian mixing models (bmm), linkages can be made between community composition, energy and nutrient sources in the system, and trophic function. this suggested multidisciplinary design will contribute to a more thorough comprehension of the biogeochemical and ecological patterns within these undervalued but essential ecosystems.",2019
"157",NA,"size matters in regulating the biodiversity of tropical forest soils","tropical forests have long fascinated ecologists, inspiring a plethora of research into the mechanisms regulating their immense biodiversity, which originally captured the interests of early natural historians and explorers, and that still persists to this day. a new focus of this research emerged in the early 2000s highlighting the potential role of neutral (stochastic) processes in regulating the composition and diversity of tropical forest communities, and thus the maintenance of a large portion of global biodiversity (hubbell, ). this strictly contrasted the long-held belief that communities assembled via the sorting of species (and their abundances) via a deterministic response to local abiotic and biotic environmental conditions, reflecting the niche of each species (leibold & mcpeek, ). yet, it is unlikely that the assembly of any community is solely governed by either stochastic or deterministic processes, but instead a combination of both. however, whether deterministic processes via niche-based environmental sorting of species, or stochastic processes reflecting pattens of dispersal limitation, neutral effects and ecological drift dominate is often unclear. this prompts questions as to whether the relative influence of one process over another is dependent on the scale (spatial or temporal) or context of the study, or specific traits of the taxa under investigation (e.g., body size). in a from the cover paper in this issue of molecular ecology, zinger et al. () tackle all these issues and show, among other things, that for soil microbes and mesofauna from tropical forests, the relative contribution of stochastic and deterministic processes in assembling their communities is strongly dependent on the body size or the studied taxa.",2019
"158",NA,"retrospective edna assessment of potentially harmful algae in historical ship ballast tank and marine port sediments","microalgal bloom events can cause major ecosystem disturbances, devastate local marine economies, and endanger public health. therefore, detecting and monitoring harmful microalgal taxa is essential to ensure effective risk management in waterways used for fisheries, aquaculture, recreational activity, and shipping. to fully understand the current status and future direction of algal bloom distributions, we need to know how populations and ecosystems have changed over time. this baseline knowledge is critical for predicting ecosystem responses to future anthropogenic change and will assist in the future management of coastal ecosystems. we explore a ngs metabarcoding approach to rapidly identify potentially harmful microalgal taxa in 63 historic and modern australian marine port and ballast tank sediment samples. the results provide a record of past microalgal distribution and important baseline data that can be used to assess the efficacy of shipping guidelines, nutrient pollution mitigation, and predict the impact of climate change. critically, edna surveys of archived sediments were able to detect harmful algal taxa that do not produce microscopic fossils, such as chattonella, heterosigma, karlodinium, and noctiluca. our data suggest a potential increase in australian harmful microalgal taxa over the past 30â years, and confirm ship ballast tanks as key dispersal vectors. these molecular mapping tools will assist in the creation of policies aimed at reducing the global increase and spread of harmful algal taxa and help prevent economic and public-health problems caused by harmful algal blooms.",2019
"159",NA,"microbial community succession and nutrient cycling responses following perturbations of experimental saltwater aquaria","although aquaria are common features of homes and other buildings, little is known about how environmental perturbations (i.e., tank cleaning, water changes, addition of habitat features) impact the diversity and succession of aquarium microbial communities. in this study, we sought to evaluate the hypotheses that newly established aquaria show clear microbial successional patterns over time and that common marine aquarium-conditioning practices, such as the addition of ocean-derived ""live rocks"" (defined as any ""dead coral skeleton covered with crustose coralline algae"" transferred into an aquarium from open ocean habitats) impact the diversity of microbial populations as well as nitrogen cycling in aquaria. we collected water chemistry data alongside water and sediment samples from two independent and newly established saltwater aquaria over a 3-month period. microbial communities in samples were assessed by dna extraction, amplification of the 16s rrna gene, and illumina miseq sequencing. our results showed clear and replicable patterns of community succession in both aquaria, with the existence of multiple stable states for aquarium microbial assemblages. notably, our results show that changes in aquarium microbial communities do not always correlate with water chemistry measurements and that operational taxonomic unit (otu)-level patterns relevant to nitrogen cycling were not reported as statistically significant. overall, our results demonstrate that aquarium perturbations have a substantial impact on microbial community profiles of aquarium water and sediment and that the addition of live rocks improves nutrient cycling by shifting aquarium communities toward a more typical saltwater assemblage of microbial taxa.importance saltwater aquaria are living systems that support a complex biological community of fish, invertebrates, and microbes. the health and maintenance of saltwater tanks are pressing concerns for home hobbyists, zoos, and professionals in the aquarium trade; however, we do not yet understand the underlying microbial species interactions and community dynamics which contribute to tank setup and conditioning. this report provides a detailed view of ecological succession and changes in microbial community assemblages in two saltwater aquaria which were sampled over a 3-month period, from initial tank setup and conditioning with ""live rocks"" through subsequent tank cleanings and water replacement. our results showed that microbial succession appeared to be consistent and replicable across both aquaria. however, changes in microbial communities did not always correlate with water chemistry measurements, and aquarium microbial communities appear to have shifted among multiple stable states without any obvious buildup of undesirable nitrogen compounds in the tank environment.",2019
"160",NA,"slim a flexible web application for the reproducible processing of environmental dna metabarcoding data","high-throughput amplicon sequencing of environmental dna (edna metabarcoding) has become a routine tool for biodiversity survey and ecological studies. by including sample-specific tags in the primers prior pcr amplification, it is possible to multiplex hundreds of samples in a single sequencing run. the analysis of millions of sequences spread into hundreds to thousands of samples prompts for efficient, automated yet flexible analysis pipelines. various algorithms and software have been developed to perform one or multiple processing steps, such as paired-end reads assembly, chimera filtering, operational taxonomic unit (otu) clustering and taxonomic assignment. some of these software are now well established and widely used by scientists as part of their workflow. wrappers that are capable to process metabarcoding data from raw sequencing data to annotated otu-to-sample matrix were also developed to facilitate the analysis for non-specialist users. yet, most of them require basic bioinformatic or command-line knowledge, which can limit the accessibility to such integrative toolkits. furthermore, for flexibility reasons, these tools have adopted a step-by-step approach, which can prevent an easy automation of the workflow, and hence hamper the analysis reproducibility.",2019
"161",NA,"metabarcoding a diverse arthropod mock community","although dna metabarcoding is an attractive approach for monitoring biodiversity, it is often difficult to detect all the species present in a bulk sample. in particular, sequence recovery for a given species depends on its biomass and mitome copy number as well as the primer set employed for pcr. to examine these variables, we constructed a mock community of terrestrial arthropods comprised of 374 species. we used this community to examine how species recovery was impacted when amplicon pools were constructed in four ways. the first two protocols involved the construction of bulk dna extracts from different body segments (bulk abdomen, bulk leg). the other protocols involved the production of dna extracts from single legs which were then merged prior to pcr (composite leg) or pcr-amplified separately (single leg) and then pooled. the amplicons generated by these four treatments were then sequenced on three platforms (illumina miseq, ion torrent pgm and ion torrent s5). the choice of sequencing platform did not substantially influence species recovery, although the miseq delivered the highest sequence quality. as expected, species recovery was most efficient from the single leg treatment because amplicon abundance varied little among taxa. among the three treatments where pcr occurred after pooling, the bulk abdomen treatment produced a more uniform read abundance than the bulk leg or composite leg treatment. primer choice also influenced species recovery and evenness. our results reveal how variation in protocols can have substantial impacts on perceived diversity unless sequencing coverage is sufficient to reach an asymptote.",2019
"162",NA,"evaluating monitoring options for conservation comparing traditional and environmental dna tools for a critically endangered mammal","while conservation management has made tremendous strides to date, deciding where, when andâ how to invest limited monitoring budgets is a central concern for impactful decision-making. new analytical tools, such as environmental dna (edna), are now facilitating broader biodiversity monitoring at unprecedented scales, in part, due to time, and presumably cost, of methodological efficiency. genetic approaches vary from conventional pcr (cpcr; species presence), to metabarcoding (community structure), and qpcr (relative dna abundance, detection sensitivity). knowing when to employ these techniques over traditional protocols could enable practitioners to make more informed choices concerning data collection. using 12 species-specific primers designed for cpcr, edna analysis of the yangtze finless porpoise (yfp; neophocaena asiaeorientalis asiaeorientalis), a critically endangered aquatic mammal within the yangtze river, we validated and optimized these primers for use in qpcr. we tested repeatability and sensitivity to detect yfp edna and subsequently compared the cost of traditional (visual and capture) sampling to edna tools. our results suggest cpcr as the least expensive sampling option but the lack of pcr sensitivity suggests it may not be the most robust method for this taxon, predominately useful as a supplementary tool or with large expected populations. alternatively, qpcr remained less expensive than traditional surveys, representing a highly repeatable and sensitive method for this behaviorally elusive species. cost comparisons of surveying practices have scarcely been discussed; however, given budgetary constraints particularly for developing countries with limited local oversight but high endemism, we encourage managers to carefully consider the trade-offs among accuracy, cost, coverage, and speed for biodiversity monitoring.",2019
"163",NA,"unmasking the identity of toxigenic cyanobacteria driving a multi toxin bloom by high throughput sequencing of cyanotoxins genes and 16s rrna metabarcoding","cyanobacterial harmful algal blooms (cyanohabs) are complex communities that include coexisting toxic and non-toxic strains only distinguishable by genetic methods. this study shows a water-management oriented use of next generation sequencing (ngs) to specifically pinpoint toxigenic cyanobacteria within a bloom simultaneously containing three of the most widespread cyanotoxins (the hepatotoxins microcystins, mcs; and the neurotoxins anatoxin-a, atx, and saxitoxins, stxs). the 2013 summer bloom in rosarito reservoir (spain) comprised 33 cyanobacterial otus based on 16s rrna metabarcoding, 7 of which accounted for as much as 96.6% of the community. cyanotoxins and their respective biosynthesis genes were concurrently present throughout the entire bloom event including: mcs and mcye gene; atx and anaf gene; and stxs and sxti gene. ngs applied to amplicons of cyanotoxin-biosynthesis genes unveiled 6 toxigenic otus, comprising 3 involved in mcs production (planktothrix agardhii and 2 microcystis spp.), 2 in atx production (cuspidothrix issatschenkoi and phormidium/tychonema spp.) and 1 in stxs production (aphanizomenon gracile). these toxigenic taxa were also present in 16s rrna otus list and their relative abundance was positively correlated with the respective toxin concentrations. our results point at mc-producing p. agardhii and atx-producing c. issatschenkoi as the main contributors to the moderate toxin concentrations observed, and suggest that their distribution in southern europe is broader than previously thought. our findings also stress the need for monitoring low-abundance cyanobacteria (<1% relative abundance) in cyanotoxicity studies, and provide novel data on the presence of picocyanobacteria and potentially atx-producing benthic taxa (e.g., phormidium) in deep thermally-stratified water bodies. this study showcases a straightforward use of amplicon metagenomics of cyanotoxin biosynthesis genes in a multi-toxin bloom thus illustrating the broad applicability of ngs for water management in risk-oriented monitoring of cyanohabs.",2019
"164",NA,"high throughput sequencing to investigate phytopathogenic fungal propagules caught in baited insect traps","studying the means of dispersal of plant pathogens is crucial to better understand the dynamic interactions involved in plant infections. on one hand, entomologists rely mostly on both traditional molecular methods and morphological characteristics, to identify pests. on the other hand, high-throughput sequencing (hts) is becoming the go-to avenue for scientists studying phytopathogens. these organisms sometimes infect plants, together with insects. considering the growing number of exotic insect introductions in canada, forest pest-management efforts would benefit from the development of a high-throughput strategy to investigate the phytopathogenic fungal and oomycete species interacting with wood-boring insects. we recycled formerly discarded preservative fluids from the canadian food inspection agency annual survey using insect traps and analysed more than one hundred samples originating from across canada. using the ion torrent personal genome machine (pgm) hts technology and fusion primers, we performed metabarcoding to screen unwanted fungi and oomycetes species, including phytophthora spp. community profiling was conducted on the four different wood-boring, insect-attracting semiochemicals; although the preservative (contained ethanol) also attracted other insects. phytopathogenic fungi (e.g., leptographium spp. and merialaricis in the pine sawyer semiochemical) and oomycetes (mainly peronospora spp. and pythium aff. hypogynum in the general longhorn semiochemical), solely associated with one of the four types of semiochemicals, were detected. this project demonstrated that the insect traps' semiochemical microbiome represents a new and powerful matrix for screening phytopathogens. compared to traditional diagnostic techniques, the fluids allowed for a faster and higher throughput assessment of the biodiversity contained within. additionally, minimal modifications to this approach would allow it to be used in other phytopathology fields.",2019
"165",NA,"contrasted micro eukaryotic diversity associated with sphagnum mosses in tropical subtropical and temperate climatic zones","sphagnum-dominated ecosystem plays major roles as carbon sinks at the global level. associated microbial communities, in particular, eukaryotes, play significant roles in nutrient fixation and turnover. in order to understand better the ecological processes driven by these organisms, the first step is to characterise these associated organisms. we characterised the taxonomic diversity, and from this, inferred the functional diversity of microeukaryotes in sphagnum mosses in tropical, subtropical and temperate climatic zones through an environmental dna diversity metabarcoding survey of the v9 region of the gene coding for the rna of the small subunit of the ribosomes (ssu rrna). as microbial processes are strongly driven by temperatures, we hypothesised that saprotrophy would be highest in warm regions, whereas mixotrophy, an optimal strategy in oligotrophic environments, would peak under colder climates. phylotype richness was higher in tropical and subtropical climatic zones than in the temperate region, mostly due to a higher diversity of animal parasites (i.e. apicomplexa). decomposers, and especially opportunistic yeasts and moulds, were more abundant under warmer climates, while mixotrophic organisms were more abundant under temperate climates. the dominance of decomposers, suggesting a higher heterotrophic activity under warmer climates, is coherent with theâ generally observed faster nutrient cycling at lower latitudes; this phenomenon is likely enhanced by higher inputs of nutrients most probably brought in the system by metazoa, such as arthropods.",2019
