"","@_fa","url","identifier","eid","title","creator","publicationName","issn","eIssn","pageRange","coverDate","coverDisplayDate","doi","description","citedby-count","aggregationType","subtype","subtypeDescription","author-count.@limit","author-count.$","authkeywords","source-id","fund-no","fund-sponsor","openaccess","openaccessFlag","entry_number","volume","issueIdentifier","pubmed-id","article-number","fund-acr","pii","YearPub"
"568","true","https://api.elsevier.com/content/abstract/scopus_id/85026647676","SCOPUS_ID:85026647676","2-s2.0-85026647676","Scrutinizing key steps for reliable metabarcoding of environmental samples","Alberdi A.","Methods in Ecology and Evolution",NA,"2041210X","134-147","2018-01-01","January 2018","10.1111/2041-210X.12849","© 2017 The Authors. Methods in Ecology and Evolution © 2017 British Ecological Society Metabarcoding of environmental samples has many challenges and limitations that require carefully considered laboratory and analysis workflows to ensure reliable results. We explore how decisions regarding study design, laboratory set-up, and bioinformatic processing affect the final results, and provide guidelines for reliable study of environmental samples. We evaluate the performance of four primer sets targeting COI and 16S regions characterizing arthropod diversity in bat faecal samples, and investigate how metabarcoding results are affected by parameters including: (1) number of PCR replicates per sample, (2) sequencing depth, (3) PCR replicate processing strategy (i.e. either additively, by combining the sequences obtained from the PCR replicates, or restrictively, by only retaining sequences that occur in multiple PCR replicates for each sample), (4) minimum copy number for sequences to be retained, (5) chimera removal, and (6) similarity thresholds for Operational Taxonomic Unit (OTU) clustering. Lastly, we measure within- and between-taxa dissimilarities when using sequences from public databases to determine the most appropriate thresholds for OTU clustering and taxonomy assignment. Our results show that the use of multiple primer sets reduces taxonomic biases and increases taxonomic coverage. Taxonomic profiles resulting from each primer set are principally affected by how many PCR replicates are carried out per sample and how sequences are filtered across them, the sequence copy number threshold and the OTU clustering threshold. We also report considerable diversity differences between PCR replicates from each sample. Sequencing depth increases the dissimilarity between PCR replicates unless the bioinformatic strategies to remove allegedly artefactual sequences are adjusted according to the number of analysed sequences. Finally, we show that the appropriate identity thresholds for OTU clustering and taxonomy assignment differ between markers. Metabarcoding of complex environmental samples ideally requires (1) investigation of whether more than one primer sets targeting the same taxonomic group is needed to offset primer biases, (2) more than one PCR replicate per sample, (3) bioinformatic processing of sequences that balance diversity detection with removal of artefactual sequences, and (4) empirical selection of OTU clustering and taxonomy assignment thresholds tailored to each marker and the obtained taxa.","51","Journal","ar","Article","100","4","biodiversity assessment | environmental DNA | faecal samples | high throughput sequencing | metabarcoding primers | molecular diet analyses | operational taxonomic unit | PCR replicates | primer bias | taxonomic assignment","21100217611","undefined",NA,"0","FALSE","575","9","1",NA,NA,NA,NA,2018
"569","true","https://api.elsevier.com/content/abstract/scopus_id/85059654192","SCOPUS_ID:85059654192","2-s2.0-85059654192","Determination of the diet of the ghost bat (Macroderma gigas) in the Pilbara region of Western Australia from dried prey remains and DNA metabarcoding","Arteaga Claramunt A.","Australian Journal of Zoology","0004959X","14465698","195-200","2018-01-01","2018","10.1071/ZO18040","© 2018 CSIRO. The ghost bat (Macroderma gigas) is listed as Vulnerable in Australia, and is a difficult species to study in the wild. The published literature available on even the most basic aspects of its ecology is limited. This study describes an investigation into the diet of ghost bats occupying the Pilbara region of Western Australia, using identification of dried food remains recovered from beneath roosts in the 1980s and 1990s, and DNA metabarcoding of faecal pellets collected from roost sites during 2011-12. Ghost bat diet in the Pilbara region consists primarily of small mammal and bird species, with a lesser contribution from reptiles (geckoes and skinks) and amphibians. In total, 46 vertebrate taxa were identified, with 32 taxa identified from the dried food remains, and 21 taxa by DNA metabarcoding analysis of the faecal pellets. Only seven of the taxa identified were common to both collection methods, and 32 of those taxa identified represent new prey records for ghost bats in Western Australia, and 19 prey species that had not previously been reported from any other part of Australia. Knowledge of the diet of the ghost bat will provide land managers with important information necessary to ensure the continued survival of this species across its range.","0","Journal","ar","Article","100","6",NA,"24682","undefined",NA,"0","FALSE","576","66","3",NA,NA,NA,NA,2018
"570","true","https://api.elsevier.com/content/abstract/scopus_id/85058687880","SCOPUS_ID:85058687880","2-s2.0-85058687880","Exploring non-invasive sampling of parasites by metabarcoding gastrointestinal nematodes in Madagascar frog species","Aivelo T.","Basic and Applied Herpetology","02136686",NA,"29-40","2018-01-01","2018","10.11160/bah.92","© 2018, Asociacion Herpetologica Espanola. All rights reserved. The diversity of Anuran parasites is poorly surveyed, despite arguably being one of the most important threats to anuran populations worldwide. Additionally, parasites also interact with a number of other stressors, such as invasive species, pollution, sedimentation and changing light conditions, caused by anthropogenic disturbance in natural habitats. We aimed to explore the use of metabarcoding, a new, non-invasive tool to survey the parasite assemblages in frogs in different environments facing different levels of anthropogenic pressure. We collected fecal samples from frogs across three different transects in Ranomafana National Park, located in southeastern Madagascar, and then used the 18S metabarcoding technique to identify nematode species from the collected fecal samples. We were able to find four different putative species, which were all identified to the genus level. In comparison to the literature on previous surveys done with traditional methods, the metabarcoding approach seems to provide similar diversity estimates and taxonomical accuracy. Our results suggest that non-invasive sampling and metabarcoding can provide a suitable tool for intestinal parasite surveys in anuran host populations.","0","Journal","ar","Article","100","4","Fecal egg count | Helminths | Mantidactylus | Parasite prevalence | Ptychadena","21100225843","undefined",NA,"0","FALSE","577","32",NA,NA,NA,NA,NA,2018
"571","true","https://api.elsevier.com/content/abstract/scopus_id/85057144938","SCOPUS_ID:85057144938","2-s2.0-85057144938","MetaxA2 database builder: Enabling taxonomic identification from metagenomic or metabarcoding data using any genetic marker","Bengtsson-Palme J.","Bioinformatics","13674803","14602059","4027-4033","2018-01-01","2018","10.1093/bioinformatics/bty482","© The Author(s) 2018. Published by Oxford University Press. Motivation: Correct taxonomic identification of DNA sequences is central to studies of biodiversity using both shotgun metagenomic and metabarcoding approaches. However, no genetic marker gives sufficient performance across all the biological kingdoms, hampering studies of taxonomic diversity in many groups of organisms. This has led to the adoption of a range of genetic markers for DNA metabarcoding. While many taxonomic classification software tools can be re-trained on these genetic markers, they are often designed with assumptions that impair their utility on genes other than the SSU and LSU rRNA. Here, we present an update to Metaxa2 that enables the use of any genetic marker for taxonomic classification of metagenome and amplicon sequence data. Results: We evaluated the Metaxa2 Database Builder on 11 commonly used barcoding regions and found that while there are wide differences in performance between different genetic markers, our software performs satisfactorily provided that the input taxonomy and sequence data are of high quality.","2","Journal","ar","Article","100","12",NA,"17945","2012-86","Svenska Forskningsrådet Formas","1","TRUE","578","34","23","29912385",NA,NA,NA,2018
"572","true","https://api.elsevier.com/content/abstract/scopus_id/85054668316","SCOPUS_ID:85054668316","2-s2.0-85054668316","High-throughput metabarcoding reveals the effect of physicochemical soil properties on soil and litter biodiversity and community turnover across Amazonia","Ritter C.","PeerJ",NA,"21678359",NA,"2018-01-01","2018","10.7717/peerj.5661","Copyright 2018 Ritter et al. Background. Knowledge on the globally outstanding Amazonian biodiversity and its environmental determinants stems almost exclusively from aboveground organisms, notably plants. In contrast, the environmental factors and habitat preferences that drive diversity patterns for micro-organisms in the ground remain elusive, despite the fact that micro-organisms constitute the overwhelming majority of life forms in any given location, in terms of both diversity and abundance. Here we address how the diversity and community turnover of operational taxonomic units (OTU) of organisms in soil and litter respond to soil physicochemical properties; whether OTU diversities and community composition in soil and litter are correlated with each other; and whether they respond in a similar way to soil properties. Methods. We used recently inferred OTUs from high-throughput metabarcoding of the 16S (prokaryotes) and 18S (eukaryotes) genes to estimate OTU diversity (OTU richness and effective number of OTUs) and community composition for prokaryotes and eukaryotes in soil and litter across four localities in Brazilian Amazonia. All analyses were run separately for prokaryote and eukaryote OTUs, and for each group using both presence-absence and abundance data. Combining these with novel data on soil chemical and physical properties, we identify abiotic correlates of soil and litter organism diversity and community structure using regression, ordination, and variance partitioning analysis. Results. Soil organic carbon content was the strongest factor explaining OTU diversity (negative correlation) and pH was the strongest factor explaining community turnover for prokaryotes and eukaryotes in both soil and litter. We found significant effects also for other soil variables, including both chemical and physical properties. The correlation between OTU diversity in litter and in soil was non-significant for eukaryotes and weak for prokaryotes. The community compositions of both prokaryotes and eukaryotes were more separated among habitat types (terra-firme, várzea, igapó and campina) than between substrates (soil and litter). Discussion. In spite of the limited sampling (four localities, 39 plots), our results provide a broad-scale view of the physical and chemical correlations of soil and litter biodiversity in a longitudinal transect across the world’s largest rainforest. Our methods help to understand links between soil properties, OTU diversity patterns, and community composition and turnover. The lack of strong correlation between OTU diversity in litter and in soil suggests independence of diversity drives of these substrates and highlights the importance of including both measures in biodiversity assessments. Massive sequencing of soil and litter samples holds the potential to complement traditional biological inventories in advancing our understanding of the factors affecting tropical diversity.","1","Journal","ar","Article","100","7","Brazil | Eukaryotes | Operational Taxonomic Units (OTUs) | Prokaryotes | Rainforest | Soil microorganisms","21100239256","FP/2007-2013","Conselho Nacional de Desenvolvimento Científico e Tecnológico","1","TRUE","579","2018","9",NA,"e5661",NA,NA,2018
"573","true","https://api.elsevier.com/content/abstract/scopus_id/85049241079","SCOPUS_ID:85049241079","2-s2.0-85049241079","A reference cytochrome c oxidase subunit I database curated for hierarchical classification of arthropod metabarcoding data","Richardson R.","PeerJ",NA,"21678359",NA,"2018-01-01","2018","10.7717/peerj.5126","© 2018 Richardson et al. Metabarcoding is a popular application which warrants continued methods optimization. To maximize barcoding inferences, hierarchy-based sequence classification methods are increasingly common. We present methods for the construction and curation of a database designed for hierarchical classification of a 157 bp barcoding region of the arthropod cytochrome c oxidase subunit I (COI) locus. We produced a comprehensive arthropod COI amplicon dataset including annotated arthropod COI sequences and COI sequences extracted from arthropod whole mitochondrion genomes, the latter of which provided the only source of representation for Zoraptera, Callipodida and Holothyrida. The database contains extracted sequences of the target amplicon from all major arthropod clades, including all insect orders, all arthropod classes and Onychophora, Tardigrada and Mollusca outgroups. During curation, we extracted the COI region of interest from approximately 81 percent of the input sequences, corresponding to 73 percent of the genus-level diversity found in the input data. Further, our analysis revealed a high degree of sequence redundancy within the NCBI nucleotide database, with a mean of approximately 11 sequence entries per species in the input data. The curated, low-redundancy database is included in the Metaxa2 sequence classification software (http://microbiology.se/software/metaxa2/). Using this database with the Metaxa2 classifier, we performed a cross-validation analysis to characterize the relationship between the Metaxa2 reliability score, an estimate of classification confidence, and classification error probability. We used this analysis to select a reliability score threshold which minimized error. We then estimated classification sensitivity, false discovery rate and overclassification, the propensity to classify sequences from taxa not represented in the reference database. Our work will help researchers design and evaluate classification databases and conduct metabarcoding on arthropods and alternate taxa.","1","Journal","ar","Article","100","4","Classification confidence | Entomology | Metagenomics | Metaxa2 | Overclassification | SINTAX | Taxonomic annotation | USEARCH | UTAX, Non-redundant database","21100239256","undefined","Vetenskapsrådet","1","TRUE","580","2018","6",NA,"e5126","VR",NA,2018
"574","true","https://api.elsevier.com/content/abstract/scopus_id/85048597015","SCOPUS_ID:85048597015","2-s2.0-85048597015","Can non-destructive DNA extraction of bulk invertebrate samples be used for metabarcoding?","Carew M.","PeerJ",NA,"21678359",NA,"2018-01-01","2018","10.7717/peerj.4980","© 2018 Carew et al. Background. High throughput DNA sequencing of bulk invertebrate samples or metabarcoding is becoming increasingly used to provide profiles of biological communities for environmental monitoring. As metabarcoding becomes more widely applied, new reference DNA barcodes linked to individual specimens identified by taxonomists are needed. This can be achieved through using DNA extraction methods that are not only suitable for metabarcoding but also for building reference DNA barcode libraries. Methods. In this study, we test the suitability of a rapid non-destructiveDNAextraction method for metabarcoding of freshwater invertebrate samples. Results. This method resulted in detection of taxa from many taxonomic groups, comparable to results obtained with two other tissue-based extraction methods. Most taxa could also be successfully used for subsequent individual-based DNA barcoding and taxonomic identification. The method was successfully applied to field-collected invertebrate samples stored for taxonomic studies in 70% ethanol at room temperature, a commonly used storage method for freshwater samples. Discussion. With further refinement and testing, non-destructive extraction has the potential to rapidly characterise species biodiversity in invertebrate samples, while preserving specimens for taxonomic investigation.","2","Journal","ar","Article","100","3","Aquatic | Bioassessment | DNA barcoding | Freshwater | Insect | Macroinvertebrates | Metagenomics","21100239256","LP150100876","Australian Research Council","1","TRUE","581","2018","6",NA,"e4980",NA,NA,2018
"575","true","https://api.elsevier.com/content/abstract/scopus_id/85041305362","SCOPUS_ID:85041305362","2-s2.0-85041305362","Effective mosquito and arbovirus surveillance using metabarcoding","Batovska J.","Molecular Ecology Resources","1755098X","17550998","32-40","2018-01-01","January 2018","10.1111/1755-0998.12682","© 2017 The Authors. Molecular Ecology Resources Published by John Wiley  &  Sons Ltd. Effective vector and arbovirus surveillance requires timely and accurate screening techniques that can be easily upscaled. Next-generation sequencing (NGS) is a high-throughput technology that has the potential to modernize vector surveillance. When combined with DNA barcoding, it is termed ‘metabarcoding.’ The aim of our study was to establish a metabarcoding protocol to characterize pools of mosquitoes and screen them for virus. Pools contained 100 morphologically identified individuals, including one Ross River virus (RRV) infected mosquito, with three species present at different proportions: 1, 5, 94%. Nucleic acid extracted from both crude homogenate and supernatant was used to amplify a 269-bp section of the mitochondrial cytochrome c oxidase subunit I (COI) locus. Additionally, a 67-bp region of the RRV E2 gene was amplified from synthesized cDNA to screen for RRV. Amplicon sequencing was performed using an Illumina MiSeq, and bioinformatic analysis was performed using a DNA barcode database of Victorian mosquitoes. Metabarcoding successfully detected all mosquito species and RRV in every positive sample tested. The limits of species detection were also examined by screening a pool of 1000 individuals, successfully identifying the species and RRV from a single mosquito. The primers used for amplification, number of PCR cycles and total number of individuals present all have effects on the quantification of species in mixed bulk samples. Based on the results, a number of recommendations for future metabarcoding studies are presented. Overall, metabarcoding shows great promise for providing a new alternative approach to screening large insect surveillance trap catches.","3","Journal","ar","Article","100","7","bulk sample | Culicidae | cytochrome c oxidase subunit I | DNA barcoding | pooled samples | virus","11700154306","undefined",NA,"1","TRUE","582","18","1","28417591",NA,NA,NA,2018
"576","true","https://api.elsevier.com/content/abstract/scopus_id/85040813187","SCOPUS_ID:85040813187","2-s2.0-85040813187","Corrigendum: Exploiting alpine glaciers as biological archives: DNA metabarcoding of ice cores extracted from the largest and deepest southern Alps glacier, Adamello, Italy (Genome (2017) 60: 11 (881-1019) DOI: 10.1139/gen-2017-0178)",NA,"Genome","08312796",NA,"71","2018-01-01","2018","10.1139/gen-2017-0256","On page 1007, abstract entitled ""Exploiting Alpine glaciers as biological archives: DNA metabarcoding of ice cores extracted from the largest and deepest southern Alps glacier, Adamello, Italy"", the author order is incorrect. Author Antonella Cristofori was moved to the last position, and the author order is now presented correctly above.","0","Journal","er","Erratum","100",NA,NA,"22211","undefined",NA,"1","TRUE","583","61","1",NA,NA,NA,NA,2018
"577","true","https://api.elsevier.com/content/abstract/scopus_id/85039695038","SCOPUS_ID:85039695038","2-s2.0-85039695038","Metabarcoding of freshwater invertebrates to detect the effects of a pesticide spill","Andújar C.","Molecular Ecology","09621083","1365294X","146-166","2018-01-01","January 2018","10.1111/mec.14410","© 2017 John Wiley  &  Sons Ltd Biomonitoring underpins the environmental assessment of freshwater ecosystems and guides management and conservation. Current methodology for surveys of (macro)invertebrates uses coarse taxonomic identification where species-level resolution is difficult to obtain. Next-generation sequencing of entire assemblages (metabarcoding) provides a new approach for species detection, but requires further validation. We used metabarcoding of invertebrate assemblages with two fragments of the cox1 “barcode” and partial nuclear ribosomal (SSU) genes, to assess the effects of a pesticide spill in the River Kennet (southern England). Operational taxonomic unit (OTU) recovery was tested under 72 parameters (read denoising, filtering, pair merging and clustering). Similar taxonomic profiles were obtained under a broad range of parameters. The SSU marker recovered Platyhelminthes and Nematoda, missed by cox1, while Rotifera were only amplified with cox1. A reference set was created from all available barcode entries for Arthropoda in the BOLD database and clustered into OTUs. The River Kennet metabarcoding produced matches to 207 of these reference OTUs, five times the number of species recognized with morphological monitoring. The increase was due to the following: greater taxonomic resolution (e.g., splitting a single morphotaxon “Chironomidae” into 55 named OTUs); splitting of Linnaean binomials into multiple molecular OTUs; and the use of a filtration-flotation protocol for extraction of minute specimens (meiofauna). Community analyses revealed strong differences between “impacted” vs. “control” samples, detectable with each gene marker, for each major taxonomic group, and for meio- and macrofaunal samples separately. Thus, highly resolved taxonomic data can be extracted at a fraction of the time and cost of traditional nonmolecular methods, opening new avenues for freshwater invertebrate biodiversity monitoring and molecular ecology.","9","Journal","ar","Article","100","7","biomonitoring | community ecology | DNA barcoding | freshwater ecosystems | invertebrates","20297","NE/M021955","National Eye Research Centre","0","FALSE","584","27","1","29113023",NA,NA,NA,2018
"578","true","https://api.elsevier.com/content/abstract/scopus_id/85035006696","SCOPUS_ID:85035006696","2-s2.0-85035006696","Assessing the utility of metabarcoding for diet analyses of the omnivorous wild pig (Sus scrofa)","Robeson M.","Ecology and Evolution",NA,"20457758","185-196","2018-01-01","January 2018","10.1002/ece3.3638","© 2017 The Authors. Ecology and Evolution published by John Wiley  &  Sons Ltd. Wild pigs (Sus scrofa) are an invasive species descended from both domestic swine and Eurasian wild boar that was introduced to North America during the early 1500s. Wild pigs have since become the most abundant free-ranging exotic ungulate in the United States. Large and ever-increasing populations of wild pigs negatively impact agriculture, sport hunting, and native ecosystems with costs estimated to exceed $1.5 billion/year within the United States. Wild pigs are recognized as generalist feeders, able to exploit a broad array of locally available food resources, yet their feeding behaviors remain poorly understood as partially digested material is often unidentifiable through traditional stomach content analyses. To overcome the limitation of stomach content analyses, we developed a DNA sequencing-based protocol to describe the plant and animal diet composition of wild pigs. Additionally, we developed and evaluated blocking primers to reduce the amplification and sequencing of host DNA, thus providing greater returns of sequences from diet items. We demonstrate that the use of blocking primers produces significantly more sequencing reads per sample from diet items, which increases the robustness of ascertaining animal diet composition with molecular tools. Further, we show that the overall plant and animal diet composition is significantly different between the three areas sampled, demonstrating this approach is suitable for describing differences in diet composition among the locations.","3","Journal","ar","Article","100","10","blocking primer | CO1 | diet | feral swine | metabarcoding | trnL","21100264002","undefined","U.S. Department of Agriculture","1","TRUE","585","8","1",NA,NA,"USDA",NA,2018
"579","true","https://api.elsevier.com/content/abstract/scopus_id/85059497485","SCOPUS_ID:85059497485","2-s2.0-85059497485","Ranacapa: An R package and shiny web app to explore environmental DNA data with exploratory statistics and interactive visualizations [version 1; referees: 1 approved, 2 approved with reservations]","Kandlikar G.","F1000Research","20461402","1759796X",NA,"2018-01-01","2018","10.12688/f1000research.16680.1","© 2018 Kandlikar GS et al. Environmental DNA (eDNA) metabarcoding is becoming a core tool in ecology and conservation biology, and is being used in a growing number of education, biodiversity monitoring, and public outreach programs in which professional research scientists engage community partners in primary research. Results from eDNA analyses can engage and educate natural resource managers, students, community scientists, and naturalists, but without significant training in bioinformatics, it can be difficult for this diverse audience to interact with eDNA results. Here we present the R package ranacapa, at the core of which is a Shiny web app that helps perform exploratory biodiversity analyses and visualizations of eDNA results. The app requires a taxonomy-by-sample matrix and a simple metadata file with descriptive information about each sample. The app enables users to explore the data with interactive figures and presents results from simple community ecology analyses. We demonstrate the value of ranacapa to two groups of community partners engaging with eDNA metabarcoding results.","0","Journal","ar","Article","100","10","Citizen science | Community ecology | Community science | Data visualization | Education | Environmental DNA | Metabarcoding | Shiny","21100258853","DEB-1644641","National Science Foundation","1","TRUE","586","7",NA,"30613396","1734",NA,NA,2018
"580","true","https://api.elsevier.com/content/abstract/scopus_id/85058960000","SCOPUS_ID:85058960000","2-s2.0-85058960000","Protist Biodiversity and Biogeography in Lakes From Four Brazilian River–Floodplain Systems","Lentendu G.","Journal of Eukaryotic Microbiology","10665234","15507408",NA,"2018-01-01","2018","10.1111/jeu.12703","© 2018 International Society of Protistologists The biodiversity and biogeography of protists inhabiting many ecosystems have been intensely studied using different sequencing approaches, but tropical ecosystems are relatively under-studied. Here, we sampled planktonic waters from 32 lakes associated with four different river–floodplains systems in Brazil, and sequenced the DNA using a metabarcoding approach with general eukaryotic primers. The lakes were dominated by the largely free-living Discoba (mostly the Euglenida), Ciliophora, and Ochrophyta. There was low community similarity between lakes even within the same river–floodplain. The protists inhabiting these floodplain systems comprise part of the large and relatively undiscovered diversity in the tropics.","0","Journal","undefined",NA,"100","9","Ciliophora | Discoba | Euglenida | high-throughput sequencing | metabarcoding | Neotropical | Ochrophyta","20223","undefined",NA,"0","FALSE","587",NA,NA,NA,NA,NA,NA,2018
"581","true","https://api.elsevier.com/content/abstract/scopus_id/85056597805","SCOPUS_ID:85056597805","2-s2.0-85056597805","Patch size matters for arthropod composition and diversity in fragmented tropical forests","Ma Z.","Chinese Journal of Ecology","10004890",NA,"2051-2058","2018-01-01","2018","10.13292/j.1000-4890.201807.029","© 2018, Editorial Board of Chinese Journal of Ecology. All rights reserved.  Land-use change and habitat loss are two top threats to biodiversity. Tropical forest is a hotspot for biodiversity but threatened by forest fragmentation. To explore the effects of forest fragmentation on arthropod diversity, we used metabarcoding to investigate the composition and diversity of arthropods underneath nine forest fragments in a rubber landscape matrix in Nabanhe Nature Reserve (Xishuangbanna, SW China). A total of 347 OTUs of 18 arthropod taxa were collected from nine forest fragments. There were 225 OTUs in large forest patches (=50 hm2 in size), 113 OTUs in medium forest patches (10-50 hm 2 ), and 139 OTUs in the small forest patches (=10 hm 2 ), respectively. Forest patch size significantly affected arthropod richness, with the responses of different arthropod communities to forest patch sizes being varied. The beta diver­sity of arthropods in larger forest patches was significantly lower than that in smaller patches, whereas there was no significant difference in beta diversity of arthropods between the medium and small forest patches. Our results suggested that large forest patches in tropical regions had positive impacts on both composition and diversity of arthropod community, while small forest patches also deserves to be conserved.","0","Journal","ar","Article","100","3","Arthropod | Beta diversity | Forest fragmentation | Metabarcoding | Species diversity","68712","undefined",NA,"0","FALSE","588","37","7",NA,NA,NA,NA,2018
"582","true","https://api.elsevier.com/content/abstract/scopus_id/85054145177","SCOPUS_ID:85054145177","2-s2.0-85054145177","Taxonomic, functional, and phylogenetic diversity of fungi along primary successional and elevational gradients near Mount Robson, British Columbia","Matsuoka S.","Polar Science","18739652",NA,NA,"2018-01-01","2018","10.1016/j.polar.2018.09.004","© 2018 The taxonomic, functional, and phylogenetic diversity of fungi associated with dead leaves of alpine and subalpine plants were quantified along primary successional and elevational gradients in Mount Robson Provincial Park, British Columbia, Canada, to test the sensitivity of fungal diversity, functioning, and community assembly to environmental changes in a cold region. A total of 330 fungal operational taxonomic units were detected by metabarcoding of the internal transcribed spacer (ITS) region of nuclear ribosomal DNA, and among them saprotrophs were the dominant functional guild. Terrain age at the glacier foreland and plant taxa of dead leaves significantly affected taxonomic and phylogenetic diversity indices. The increase in values of standardized effective size of the mean nearest taxon distance as a phylogenetic diversity index of fungal communities suggested a shift from phylogenetic clustering to phylogenetic overdispersion in fungal communities after the glacier retreat. The elevation, which ranged from 874 m to 1668 m above sea level, did not affect the taxonomic, functional, or phylogenetic fungal diversity. Studying phylogenetic and functional diversity as aspects of fungal diversity provided useful insights into novel assembly and functional patterns of fungi in a cold region that could not be detected only by observing taxonomic diversity.","0","Journal","undefined",NA,"100","5","Community phylogeny | Fungal richness | Glacier foreland | Metabarcoding | Trait","8000153140","D06-14200119","Research Institute for Humanity and Nature","0","FALSE","589",NA,NA,NA,NA,"RIHN","S1873965218301130",2018
"583","true","https://api.elsevier.com/content/abstract/scopus_id/85049650291","SCOPUS_ID:85049650291","2-s2.0-85049650291","Stream acidification and reduced aquatic prey availability are associated with dietary shifts in an obligate riparian Neotropical migratory songbird","Trevelline B.","PeerJ",NA,"21678359",NA,"2018-01-01","2018","10.7717/peerj.5141","© 2018 Trevelline et al. Streams and their surrounding riparian habitats are linked by reciprocal exchanges of insect prey essential to both aquatic and terrestrial consumers. Aquatic insects comprise a large proportion of total prey in riparian habitats and are opportunistically exploited by terrestrial insectivores; however, several species of songbirds are known to preferentially target aquatic prey via specialized foraging strategies. For these songbirds, reduced availability of aquatic insects via stream acidification may result in compensatory changes in provisioning during the nesting period, thereby influencing both adult and nestling diet composition. In this study, we used DNA metabarcoding to test the hypothesis that an obligate riparian Neotropical migratory songbird, the Louisiana Waterthrush (Parkesia motacilla), expands its diet to compensate for the loss of preferred aquatic prey taxa (primarily pollution-sensitive Ephemeroptera, Plecoptera, and Trichoptera) as a result of stream acidification. Our results revealed that both adult and nestling waterthrush exhibited an increase in dietary richness and niche breadth resulting from the consumption of terrestrial prey taxa in acidified riparian habitats. In contrast, compensatory dietary shifts were not observed in syntopic Neotropical migrant species known to primarily provision terrestrial prey taxa. In addition to providing support for our hypothesis that waterthrush compensate for stream acidification and aquatic prey limitations by expanding their diet, our findings highlight the vulnerability of Louisiana Waterthrush to anthropogenic disturbances that compromise stream quality or reduce the availability of pollution-sensitive aquatic insects.","0","Journal","ar","Article","100","7","DNA metabarcoding | EPT | Louisiana Waterthrush | Macroinvertebrates | Next-generation sequencing | Resource subsidies","21100239256","DEB-1349870","American Ornithological Society","1","TRUE","591","2018","7",NA,"e5141",NA,NA,2018
"584","true","https://api.elsevier.com/content/abstract/scopus_id/85044612710","SCOPUS_ID:85044612710","2-s2.0-85044612710","Pollination implications of the diverse diet of tropical nectar-feeding bats roosting in an urban cave","Lim V.","PeerJ",NA,"21678359",NA,"2018-01-01","2018","10.7717/peerj.4572","© 2018 Lim et al. Background: Intense landscaping often alters the plant composition in urban areas. Knowing which plant species that pollinators are visiting in urban areas is necessary for understanding how landscaping impacts biodiversity and associated ecosystem services. The cave nectar bat, Eonycteris spelaea, is an important pollinator for many plants and is often recorded in human-dominated habitats. Previous studies of the diet of E. spelaea relied on morphological identification of pollen grains found in faeces and on the body of bats and by necessity disregarded other forms of digested plant material present in the faeces (i.e., plant juice and remnants). The main objective of this study was to examine the diet of the nectarivorous bat, E. spelaea, roosting in an urban cave at Batu Caves, Peninsular Malaysia by identifying the plant material present in the faeces of bats using DNA metabarcoding. Methods: Faeces were collected under the roost of E. spelaea once a week from December 2015 to March 2016. Plant DNA was extracted from the faeces, Polymerase chain reaction (PCR) amplified at ITS2 and rbcL regions and mass sequenced. The resultant plant operational taxonomic units were searched against NCBI GenBank for identification. Results: A total of 55 species of plants were detected from faeces of E. spelaea including Artocarpus heterophyllus, Duabanga grandiflora and Musa spp. which are likely to be important food resources for the cave nectar bat. Discussion: Many native plant species that had not been reported in previous dietary studies of E. spelaea were detected in this study including Bauhinia strychnoidea and Urophyllum leucophlaeum, suggesting that E. spelaea remains a crucial pollinator for these plants even in highly disturbed habitats. The detection of many introduced plant species in the bat faeces indicates that E. spelaea are exploiting them, particularly Xanthostemon chrysanthus, as food resources in urban area. Commercial food crops were detected from all of the faecal samples, suggesting that E. spelaea feed predominantly on the crops particularly jackfruit and banana and play a significant role in pollination of economically important plants. Ferns and figs were also detected in the faeces of E. spelaea suggesting future research avenues to determine whether the 'specialised nectarivorous' E. spelaea feed opportunistically on other parts of plants.","1","Journal","ar","Article","100","4","Bats | DNA metabarcoding | Eonycteris spelaea | ITS2 | Nectarivory | Peninsular Malaysia | Plants | RbcL | Trophic interactions | Urbanisation","21100239256","Asia59-16","National Geographic Society","1","TRUE","593","2018","3",NA,"e4572",NA,NA,2018
